Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type
337845,DB00604,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,cisapride,aprepitant,Unknown,Synergism
337998,DB00948,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00254,mezlocillin,doxycycline,Unknown,Antagonism
338015,DB01276,(.*) may decrease the hypoglycemic activities of (.*).,DB01583,exenatide,liotrix,Moderate,Antagonism
338022,DB00880,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,chlorothiazide,insulin detemir,Moderate,Synergism
338151,DB00414,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09063,acetohexamide,ceritinib,Unknown,Antagonism
338152,DB00668,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00679,epinephrine,thioridazine,Moderate,Antagonism
338243,DB00829,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,diazepam,cimetidine,Moderate,Synergism
338420,DB09045,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01044,dulaglutide,gatifloxacin,Major,Synergism
338481,DB11130,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00436,opium,bendroflumethiazide,Moderate,Antagonism
338501,DB06335,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00364,saxagliptin,sucralfate,Moderate,Synergism
338509,DB01100,the metabolism of (.*) can be decreased when combined with (.*).,DB00209,pimozide,trospium,Moderate,Synergism
338543,DB06081,(.*) may increase the antiplatelet activities of (.*).,DB00945,caplacizumab,acetylsalicylic acid,Major,Synergism
338551,DB01285,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB09043,corticotropin,albiglutide,Moderate,Synergism
338556,DB00731,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01144,nateglinide,diclofenamide,Unknown,Synergism
338581,DB12161,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09472,deutetrabenazine,sodium sulfate,Moderate,Synergism
338602,DB00916,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01155,metronidazole,gemifloxacin,Minor,Synergism
338625,DB00424,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01010,hyoscyamine,edrophonium,Moderate,Antagonism
338629,DB00741,(.*) may increase the immunosuppressive activities of (.*).,DB00864,hydrocortisone,tacrolimus,Moderate,Synergism
338722,DB00682,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00863,warfarin,ranitidine,Moderate,Synergism
338750,DB08907,"the risk or severity of renal failure, hypotension, and hyperkalemia can be increased when (.*) is combined with (.*).",DB00178,canagliflozin,ramipril,Moderate,Synergism
338783,DB00197,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00451,troglitazone,levothyroxine,Unknown,Antagonism
338817,DB00288,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01124,amcinonide,tolbutamide,Minor,Synergism
338822,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB06636,eliglustat,isavuconazonium,Major,Synergism
338863,DB01016,the metabolism of (.*) can be increased when combined with (.*).,DB01201,glyburide,rifapentine,Moderate,Antagonism
338964,DB11130,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00780,opium,phenelzine,Unknown,New Adverse
338974,DB00927,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01208,famotidine,sparfloxacin,Moderate,Synergism
339152,DB00672,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00903,chlorpropamide,etacrynic acid,Moderate,Antagonism
339272,DB06754,(.*) may increase the anticoagulant activities of (.*).,DB00945,danaparoid,acetylsalicylic acid,Major,Synergism
339436,DB00994,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09133,neomycin,iothalamic acid,Unknown,Synergism
339539,DB00222,(.*) may increase the hypoglycemic activities of (.*).,DB00187,glimepiride,esmolol,Moderate,Synergism
339602,DB00795,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11718,sulfasalazine,encorafenib,Unknown,Antagonism
339628,DB00649,"the risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when (.*) is combined with (.*).",DB00704,stavudine,naltrexone,Moderate,New Adverse
339642,DB00412,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06216,rosiglitazone,asenapine,Moderate,Antagonism
339682,DB00912,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01137,repaglinide,levofloxacin,Major,Synergism
339690,DB00839,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB12015,tolazamide,alpelisib,Moderate,Antagonism
339788,DB00285,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00742,venlafaxine,mannitol,Moderate,Antagonism
339928,DB00450,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00836,droperidol,loperamide,Moderate,Synergism
340002,DB09068,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,vortioxetine,sibutramine,Major,Synergism
340055,DB00656,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00927,trazodone,famotidine,Unknown,Synergism
340072,DB00937,(.*) may decrease the stimulatory activities of (.*).,DB00933,diethylpropion,mesoridazine,Moderate,Antagonism
340077,DB09564,(.*) may decrease the hypoglycemic activities of (.*).,DB09098,insulin degludec,somatrem,Moderate,Antagonism
340173,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00104,pramlintide,octreotide,Unknown,Antagonism
340223,DB00295,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11901,morphine,apalutamide,Moderate,Antagonism
340228,DB00218,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,moxifloxacin,magnesium carbonate,Moderate,Antagonism
340236,DB01307,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00304,insulin detemir,desogestrel,Moderate,Antagonism
340325,DB08895,the metabolism of (.*) can be decreased when combined with (.*).,DB01234,tofacitinib,dexamethasone,Major,Synergism
340364,DB00470,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01023,dronabinol,felodipine,Moderate,Synergism
340426,DB01067,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00790,glipizide,perindopril,Moderate,Synergism
340546,DB00521,(.*) may increase the arrhythmogenic activities of (.*).,DB00572,carteolol,atropine,Moderate,Synergism
340600,DB00704,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB04896,naltrexone,milnacipran,Moderate,Synergism
340675,DB00839,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00571,tolazamide,propranolol,Unknown,Synergism
340710,DB00673,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08912,aprepitant,dabrafenib,Moderate,Antagonism
340842,DB00377,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01236,palonosetron,sevoflurane,Moderate,New Adverse
340884,DB00574,the metabolism of (.*) can be decreased when combined with (.*).,DB06603,fenfluramine,panobinostat,Major,Synergism
340886,DB01172,the risk or severity of nephrotoxicity and hypocalcemia can be increased when (.*) is combined with (.*).,DB00630,kanamycin,alendronic acid,Moderate,New Adverse
340896,DB00904,the metabolism of (.*) can be decreased when combined with (.*).,DB00499,ondansetron,flutamide,Unknown,Synergism
340914,DB01395,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,drospirenone,clarithromycin,Unknown,Synergism
340939,DB00574,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01362,fenfluramine,iohexol,Unknown,Antagonism
340970,DB00673,the metabolism of (.*) can be decreased when combined with (.*).,DB00701,aprepitant,amprenavir,Moderate,Synergism
340981,DB11943,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11248,delafloxacin,zinc gluconate,Moderate,Antagonism
341013,DB00836,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00363,loperamide,clozapine,Unknown,Synergism
341084,DB06335,the metabolism of (.*) can be decreased when combined with (.*).,DB00701,saxagliptin,amprenavir,Unknown,Synergism
341121,DB00467,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,enoxacin,magnesium carbonate,Moderate,Antagonism
341160,DB00572,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01224,atropine,quetiapine,Moderate,Synergism
341191,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB08912,pramlintide,dabrafenib,Moderate,Antagonism
341243,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00734,glipizide,risperidone,Unknown,Antagonism
341252,DB00731,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00364,nateglinide,sucralfate,Unknown,Synergism
341331,DB00836,the metabolism of (.*) can be decreased when combined with (.*).,DB05812,loperamide,abiraterone,Major,Synergism
341349,DB01132,the metabolism of (.*) can be decreased when combined with (.*).,DB01072,pioglitazone,atazanavir,Unknown,Synergism
341356,DB00912,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00738,repaglinide,pentamidine,Moderate,Antagonism
341388,DB13874,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00795,enasidenib,sulfasalazine,Moderate,Synergism
341406,DB00757,the metabolism of (.*) can be decreased when combined with (.*).,DB00342,dolasetron,terfenadine,Major,Synergism
341521,DB01170,(.*) may decrease the antihypertensive activities of (.*).,DB00668,guanethidine,epinephrine,Moderate,Antagonism
341526,DB01191,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01323,dexfenfluramine,st. john's wort,Major,Synergism
341543,DB00912,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11901,repaglinide,apalutamide,Unknown,Antagonism
341586,DB00215,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,citalopram,glycerol phenylbutyrate,Moderate,Synergism
341611,DB01172,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01331,kanamycin,cefoxitin,Unknown,Synergism
341633,DB00595,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01164,oxytetracycline,calcium chloride,Moderate,Antagonism
341698,DB00542,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00414,benazepril,acetohexamide,Moderate,New Adverse
341763,DB01255,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01364,lisdexamfetamine,ephedrine,Unknown,Synergism
341779,DB00604,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB09272,cisapride,eluxadoline,Moderate,Synergism
341787,DB06201,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01156,rufinamide,bupropion,Unknown,New Adverse
341879,DB01199,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00443,tubocurarine,betamethasone,Moderate,Antagonism
341937,DB09265,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01264,lixisenatide,darunavir,Moderate,Antagonism
341965,DB00685,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11110,trovafloxacin,magnesium citrate,Moderate,Antagonism
341989,DB01238,the metabolism of (.*) can be decreased when combined with (.*).,DB01191,aripiprazole,dexfenfluramine,Moderate,Synergism
342013,DB08930,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01377,dolutegravir,magnesium oxide,Unknown,Antagonism
342020,DB00046,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09063,insulin lispro,ceritinib,Moderate,Antagonism
342133,DB00641,"the risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when (.*) is combined with (.*).",DB00649,simvastatin,stavudine,Unknown,Synergism
342145,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00502,granisetron,haloperidol,Major,Synergism
342257,DB09291,the metabolism of (.*) can be increased when combined with (.*).,DB01323,rolapitant,st. john's wort,Unknown,Antagonism
342284,DB00986,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00382,glycopyrronium,tacrine,Moderate,Antagonism
342364,DB00681,"the risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when (.*) is combined with (.*).",DB01004,amphotericin b,ganciclovir,Unknown,New Adverse
342408,DB00927,the excretion of (.*) can be decreased when combined with (.*).,DB09078,famotidine,lenvatinib,Moderate,Synergism
342513,DB06817,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00653,raltegravir,magnesium sulfate,Moderate,Antagonism
342544,DB01156,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00401,bupropion,nisoldipine,Moderate,Synergism
342566,DB09072,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00295,sodium oxybate,morphine,Major,Synergism
342568,DB00999,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB12942,hydrochlorothiazide,lactitol,Moderate,Synergism
342622,DB00489,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01377,sotalol,magnesium oxide,Minor,Antagonism
342721,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB11718,eliglustat,encorafenib,Moderate,Synergism
342976,DB00625,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB01017,efavirenz,minocycline,Moderate,Synergism
343005,DB00443,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01278,betamethasone,pramlintide,Moderate,Synergism
343034,DB00331,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01406,metformin,danazol,Moderate,Antagonism
343057,DB08909,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01222,glycerol phenylbutyrate,budesonide,Moderate,Antagonism
343096,DB00188,the metabolism of (.*) can be decreased when combined with (.*).,DB01016,bortezomib,glyburide,Unknown,Synergism
343154,DB01105,the metabolism of (.*) can be increased when combined with (.*).,DB00564,sibutramine,carbamazepine,Moderate,Antagonism
343176,DB00741,the metabolism of (.*) can be increased when combined with (.*).,DB06168,hydrocortisone,canakinumab,Moderate,Antagonism
343200,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06663,dapagliflozin,pasireotide,Moderate,Antagonism
343265,DB00804,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00774,dicyclomine,hydroflumethiazide,Unknown,Antagonism
343313,DB00900,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00863,didanosine,ranitidine,Unknown,Synergism
343382,DB00701,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06724,amprenavir,calcium carbonate,Moderate,Antagonism
343391,DB00320,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,dihydroergotamine,cimetidine,Moderate,Synergism
343453,DB00771,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00332,clidinium,ipratropium,Unknown,New Adverse
343524,DB00734,the metabolism of (.*) can be decreased when combined with (.*).,DB04871,risperidone,lorcaserin,Moderate,Synergism
343538,DB00579,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB06262,mazindol,droxidopa,Unknown,New Adverse
343555,DB00572,(.*) may increase the arrhythmogenic activities of (.*).,DB00264,atropine,metoprolol,Moderate,Synergism
343566,DB00904,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00450,ondansetron,droperidol,Major,Synergism
343586,DB09043,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01406,albiglutide,danazol,Unknown,Antagonism
343716,DB00046,(.*) may increase the hypoglycemic activities of (.*).,DB01278,insulin lispro,pramlintide,Moderate,Synergism
343719,DB08904,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00911,certolizumab pegol,tinidazole,Unknown,Synergism
343754,DB01016,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01309,glyburide,insulin glulisine,Moderate,Synergism
343789,DB00153,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB12147,ergocalciferol,erdafitinib,Major,New Adverse
343941,DB00237,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,butabarbital,sibutramine,Unknown,New Adverse
343980,DB00687,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01132,fludrocortisone,pioglitazone,Moderate,Synergism
344042,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00367,dapagliflozin,levonorgestrel,Moderate,Antagonism
344149,DB01124,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB09564,tolbutamide,insulin degludec,Moderate,Synergism
344205,DB01233,the metabolism of (.*) can be decreased when combined with (.*).,DB04855,metoclopramide,dronedarone,Moderate,Synergism
344280,DB00295,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01028,morphine,methoxyflurane,Moderate,Synergism
344301,DB01018,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09038,guanfacine,empagliflozin,Moderate,New Adverse
344323,DB00046,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06788,insulin lispro,histrelin,Moderate,Antagonism
344373,DB00731,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB11943,nateglinide,delafloxacin,Unknown,Synergism
344420,DB08907,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01174,canagliflozin,phenobarbital,Unknown,Antagonism
344479,DB00574,the serum concentration of (.*) can be increased when it is combined with (.*).,DB05812,fenfluramine,abiraterone,Moderate,Synergism
344564,DB00864,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01129,tacrolimus,rabeprazole,Moderate,Synergism
344581,DB00537,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11248,ciprofloxacin,zinc gluconate,Moderate,Antagonism
344586,DB00222,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01268,glimepiride,sunitinib,Unknown,Synergism
344613,DB00574,the metabolism of (.*) can be decreased when combined with (.*).,DB00482,fenfluramine,celecoxib,Moderate,Synergism
344693,DB01076,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00641,atorvastatin,simvastatin,Moderate,Synergism
344734,DB00687,the risk or severity of tendinopathy can be increased when (.*) is combined with (.*).,DB01137,fludrocortisone,levofloxacin,Major,New Adverse
344737,DB01242,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,clomipramine,sibutramine,Unknown,New Adverse
344824,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01395,tolbutamide,drospirenone,Moderate,Antagonism
344930,DB00490,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,buspirone,aprepitant,Moderate,Synergism
344947,DB00218,(.*) may increase the neuroexcitatory activities of (.*).,DB00945,moxifloxacin,acetylsalicylic acid,Moderate,Synergism
344951,DB01021,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB09564,trichlormethiazide,insulin degludec,Moderate,Synergism
344994,DB00620,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB08907,triamcinolone,canagliflozin,Moderate,Synergism
345000,DB08907,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01208,canagliflozin,sparfloxacin,Unknown,Synergism
345021,DB00916,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00433,metronidazole,prochlorperazine,Unknown,Synergism
345159,DB00377,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00193,palonosetron,tramadol,Major,Synergism
345282,DB14881,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00197,oliceridine,troglitazone,Moderate,Antagonism
345308,DB00414,the protein binding of (.*) can be decreased when combined with (.*).,DB01399,acetohexamide,salsalate,Unknown,Synergism
345402,DB01026,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01137,ketoconazole,levofloxacin,Moderate,Synergism
345403,DB00887,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB11113,bumetanide,castor oil,Unknown,Synergism
345406,DB00804,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00835,dicyclomine,brompheniramine,Unknown,New Adverse
345422,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00734,acarbose,risperidone,Moderate,Antagonism
345481,DB01021,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09104,trichlormethiazide,magnesium hydroxide,Unknown,Synergism
345612,DB00412,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00104,rosiglitazone,octreotide,Moderate,Antagonism
345630,DB00841,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00731,dobutamine,nateglinide,Moderate,Synergism
345635,DB00318,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00574,codeine,fenfluramine,Unknown,Synergism
345750,DB00502,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00579,haloperidol,mazindol,Moderate,New Adverse
345774,DB00704,the metabolism of (.*) can be decreased when combined with (.*).,DB01609,naltrexone,deferasirox,Moderate,Synergism
345788,DB00467,(.*) may increase the neuroexcitatory activities of (.*).,DB00945,enoxacin,acetylsalicylic acid,Moderate,Synergism
345885,DB09063,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00916,ceritinib,metronidazole,Minor,Synergism
345923,DB01209,the risk or severity of constipation can be increased when (.*) is combined with (.*).,DB09272,dezocine,eluxadoline,Moderate,Synergism
345949,DB06292,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00960,dapagliflozin,pindolol,Moderate,Synergism
345962,DB01156,the risk or severity of seizure can be increased when (.*) is combined with (.*).,DB00182,bupropion,amphetamine,Major,Synergism
346017,DB00377,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01267,palonosetron,paliperidone,Unknown,New Adverse
346020,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB02546,dapagliflozin,vorinostat,Moderate,Antagonism
346031,DB00635,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11642,prednisone,pitolisant,Moderate,Antagonism
346034,DB00757,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01069,dolasetron,promethazine,Major,New Adverse
346047,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00999,semaglutide,hydrochlorothiazide,Moderate,Antagonism
346071,DB00774,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09462,hydroflumethiazide,glycerin,Moderate,Synergism
346112,DB00782,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01010,propantheline,edrophonium,Moderate,Antagonism
346130,DB00731,(.*) may increase the hypoglycemic activities of (.*).,DB09038,nateglinide,empagliflozin,Moderate,Synergism
346140,DB00529,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00604,foscarnet,cisapride,Unknown,Synergism
346206,DB00295,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00325,morphine,nitroprusside,Unknown,New Adverse
346218,DB00372,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,thiethylperazine,magnesium carbonate,Minor,Antagonism
346256,DB01211,the metabolism of (.*) can be increased when combined with (.*).,DB00776,clarithromycin,oxcarbazepine,Moderate,Antagonism
346354,DB00865,the excretion of (.*) can be decreased when combined with (.*).,DB09125,benzphetamine,potassium citrate,Moderate,Synergism
346400,DB09268,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01328,picosulfuric acid,cefonicid,Moderate,Synergism
346412,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00999,dulaglutide,hydrochlorothiazide,Moderate,Antagonism
346424,DB00844,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01105,nalbuphine,sibutramine,Moderate,Synergism
346612,DB04845,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,ixabepilone,clarithromycin,Moderate,Synergism
346651,DB00448,the metabolism of (.*) can be decreased when combined with (.*).,DB00582,lansoprazole,voriconazole,Moderate,Synergism
346730,DB00443,the risk or severity of electrolyte imbalance can be increased when (.*) is combined with (.*).,DB01021,betamethasone,trichlormethiazide,Moderate,New Adverse
346776,DB00904,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB02959,ondansetron,oxitriptan,Major,New Adverse
346853,DB09043,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB04574,albiglutide,estrone sulfate,Moderate,Antagonism
346988,DB00836,(.*) may increase the arrhythmogenic activities of (.*).,DB00204,loperamide,dofetilide,Moderate,Synergism
346999,DB05109,the metabolism of (.*) can be increased when combined with (.*).,DB00197,trabectedin,troglitazone,Unknown,Antagonism
347030,DB00798,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00795,gentamicin,sulfasalazine,Moderate,Synergism
347045,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00627,insulin degludec,niacin,Moderate,Antagonism
347267,DB01075,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00295,diphenhydramine,morphine,Unknown,Synergism
347355,DB01377,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00777,magnesium oxide,propiomazine,Minor,Antagonism
347368,DB09268,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00812,picosulfuric acid,phenylbutazone,Moderate,Synergism
347387,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00214,dapagliflozin,torasemide,Moderate,Antagonism
347484,DB01222,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01097,budesonide,leflunomide,Major,Synergism
347524,DB00222,(.*) may decrease the hypoglycemic activities of (.*).,DB00458,glimepiride,imipramine,Unknown,Antagonism
347588,DB08882,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06788,linagliptin,histrelin,Moderate,Antagonism
347598,DB06203,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01208,alogliptin,sparfloxacin,Moderate,Synergism
348009,DB09049,the metabolism of (.*) can be decreased when combined with (.*).,DB00625,naloxegol,efavirenz,Moderate,Synergism
348030,DB00860,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00731,prednisolone,nateglinide,Moderate,Synergism
348206,DB00574,the metabolism of (.*) can be decreased when combined with (.*).,DB00758,fenfluramine,clopidogrel,Moderate,Synergism
348278,DB01276,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00827,exenatide,cinoxacin,Moderate,Synergism
348444,DB00295,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00722,morphine,lisinopril,Moderate,New Adverse
348458,DB09074,the metabolism of (.*) can be increased when combined with (.*).,DB01234,olaparib,dexamethasone,Unknown,Antagonism
348574,DB01242,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB01364,clomipramine,ephedrine,Major,Synergism
348627,DB01072,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,atazanavir,magaldrate,Unknown,Antagonism
348750,DB11952,the metabolism of (.*) can be increased when combined with (.*).,DB09046,duvelisib,metreleptin,Moderate,Antagonism
348814,DB01261,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00819,sitagliptin,acetazolamide,Unknown,Synergism
348933,DB09020,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09104,bisacodyl,magnesium hydroxide,Moderate,Antagonism
348941,DB09268,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00319,picosulfuric acid,piperacillin,Moderate,Synergism
