Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type,Adverse_Effect
405243,DB00860,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00655,prednisolone,estrone,Moderate,Synergism,Unknown
405245,DB01124,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01432,tolbutamide,cholestyramine,Moderate,Antagonism,Unknown
405408,DB00570,the metabolism of (.*) can be increased when combined with (.*).,DB08909,vinblastine,glycerol phenylbutyrate,Moderate,Antagonism,Unknown
405417,DB00283,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,clemastine,dronabinol,Moderate,Synergism,Unknown
405439,DB09054,the metabolism of (.*) can be decreased when combined with (.*).,DB01098,idelalisib,rosuvastatin,Moderate,Synergism,Unknown
405476,DB01016,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06788,glyburide,histrelin,Moderate,Antagonism,Unknown
405526,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00562,pramlintide,benzthiazide,Moderate,Antagonism,Unknown
405775,DB00572,the risk or severity of constipation can be increased when (.*) is combined with (.*).,DB09272,atropine,eluxadoline,Moderate,Synergism,Unknown
405785,DB00758,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00912,clopidogrel,repaglinide,Major,Synergism,Unknown
405799,DB00620,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00503,triamcinolone,ritonavir,Major,Synergism,Unknown
405892,DB00839,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00834,tolazamide,mifepristone,Moderate,Antagonism,Unknown
405990,DB00382,"the risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when (.*) is combined with (.*).",DB00501,tacrine,cimetidine,Moderate,New Adverse,"Myoglobinuria,Rhabdomyolysis,Myopathy"
406139,DB01124,(.*) may increase the hypoglycemic activities of (.*).,DB09046,tolbutamide,metreleptin,Moderate,Synergism,Unknown
406194,DB14509,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01250,lithium carbonate,olsalazine,Moderate,Synergism,Unknown
406218,DB01222,the metabolism of (.*) can be decreased when combined with (.*).,DB05521,budesonide,telaprevir,Major,Synergism,Unknown
406353,DB01339,the risk or severity of myopathy and weakness can be increased when (.*) is combined with (.*).,DB00620,vecuronium,triamcinolone,Moderate,New Adverse,"Myopathy ,Weakness"
406484,DB01132,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00938,pioglitazone,salmeterol,Moderate,Synergism,Unknown
406516,DB09481,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00683,magnesium carbonate,midazolam,Minor,Synergism,Unknown
406536,DB00934,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11315,maprotiline,methscopolamine,Moderate,New Adverse,Adverse effects
406694,DB00472,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00836,fluoxetine,loperamide,Moderate,Synergism,Unknown
406770,DB00295,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00881,morphine,quinapril,Moderate,New Adverse,Adverse effects
406791,DB00436,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,bendroflumethiazide,insulin detemir,Moderate,Synergism,Unknown
406846,DB00472,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01309,fluoxetine,insulin glulisine,Moderate,Synergism,Unknown
406875,DB01192,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01183,oxymorphone,naloxone,Moderate,Antagonism,Unknown
407067,DB09080,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00757,olodaterol,dolasetron,Moderate,Synergism,Unknown
407131,DB00845,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01113,clofazimine,papaverine,Major,Synergism,Unknown
407192,DB01338,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01082,pipecuronium,streptomycin,Major,Synergism,Unknown
407197,DB01017,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,minocycline,magaldrate,Moderate,Antagonism,Unknown
407209,DB01104,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00047,sertraline,insulin glargine,Moderate,Synergism,Unknown
407240,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00539,levofloxacin,toremifene,Major,Synergism,Unknown
407316,DB00899,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01501,remifentanil,difenoxin,Moderate,New Adverse,CNS depression
407351,DB01285,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB13928,corticotropin,semaglutide,Moderate,Synergism,Unknown
407379,DB11642,(.*) may increase the qtc-prolonging activities of (.*).,DB01137,pitolisant,levofloxacin,Moderate,Synergism,Unknown
407463,DB00656,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00295,trazodone,morphine,Moderate,Synergism,Unknown
407508,DB00731,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08912,nateglinide,dabrafenib,Moderate,Antagonism,Unknown
407509,DB00889,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01236,granisetron,sevoflurane,Moderate,New Adverse,CNS depression
407513,DB00899,the risk or severity of constipation can be increased when (.*) is combined with (.*).,DB09272,remifentanil,eluxadoline,Moderate,Synergism,Unknown
407543,DB09268,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00760,picosulfuric acid,meropenem,Moderate,Synergism,Unknown
407674,DB11714,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00741,durvalumab,hydrocortisone,Moderate,Antagonism,Unknown
407798,DB00424,(.*) may increase the anticholinergic activities of (.*).,DB09488,hyoscyamine,acrivastine,Moderate,Synergism,Unknown
407846,DB00836,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB11652,loperamide,tucatinib,Moderate,Synergism,Unknown
407855,DB00373,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,timolol,bupropion,Moderate,Synergism,Unknown
407888,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00887,tolbutamide,bumetanide,Moderate,Antagonism,Unknown
407930,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB11986,levofloxacin,entrectinib,Moderate,Synergism,Unknown
408057,DB00836,the excretion of (.*) can be decreased when combined with (.*).,DB00908,loperamide,quinidine,Major,Synergism,Unknown
408078,DB00960,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB13142,pindolol,calcium glubionate anhydrous,Moderate,Antagonism,Unknown
408145,DB00912,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00612,repaglinide,bisoprolol,Moderate,Synergism,Unknown
408294,DB00800,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00742,fenoldopam,mannitol,Moderate,Antagonism,Unknown
408326,DB00788,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01250,naproxen,olsalazine,Moderate,Synergism,Unknown
408393,DB11901,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09104,apalutamide,magnesium hydroxide,Moderate,Synergism,Unknown
408493,DB01089,(.*) may decrease the antihypertensive activities of (.*).,DB01364,deserpidine,ephedrine,Moderate,Antagonism,Unknown
408524,DB04843,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00611,mepenzolate,butorphanol,Moderate,New Adverse,Adverse effects
408533,DB00443,the metabolism of (.*) can be decreased when combined with (.*).,DB14019,betamethasone,fosnetupitant,Moderate,Synergism,Unknown
408561,DB00209,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01010,trospium,edrophonium,Moderate,Antagonism,Unknown
408707,DB00030,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06016,insulin human,cariprazine,Moderate,Antagonism,Unknown
408749,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01087,granisetron,primaquine,Moderate,Synergism,Unknown
408911,DB01067,the protein binding of (.*) can be decreased when combined with (.*).,DB00465,glipizide,ketorolac,Moderate,Synergism,Unknown
409060,DB00443,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB15091,betamethasone,upadacitinib,Major,Synergism,Unknown
409125,DB01069,the risk or severity of gastrointestinal ulceration can be increased when (.*) is combined with (.*).,DB00761,promethazine,potassium chloride,Major,New Adverse,Gastrointestinal ulceration
409133,DB00802,the metabolism of (.*) can be increased when combined with (.*).,DB01234,alfentanil,dexamethasone,Moderate,Antagonism,Unknown
409160,DB01222,the metabolism of (.*) can be decreased when combined with (.*).,DB13179,budesonide,troleandomycin,Major,Synergism,Unknown
409176,DB01172,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09050,kanamycin,ceftolozane,Moderate,Synergism,Unknown
409263,DB01278,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00685,pramlintide,trovafloxacin,Moderate,Synergism,Unknown
409425,DB15685,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00213,selpercatinib,pantoprazole,Major,Antagonism,Unknown
409433,DB00986,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00454,glycopyrronium,meperidine,Moderate,New Adverse,Adverse effects
409524,DB01222,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00960,budesonide,pindolol,Moderate,Synergism,Unknown
409542,DB01400,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01234,neostigmine,dexamethasone,Moderate,Antagonism,Unknown
409556,DB12364,the serum concentration of (.*) can be increased when it is combined with (.*).,DB09291,betrixaban,rolapitant,Major,Synergism,Unknown
409657,DB00829,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,diazepam,miconazole,Moderate,Synergism,Unknown
409706,DB00960,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,pindolol,glycerol phenylbutyrate,Moderate,Synergism,Unknown
409731,DB01008,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00916,busulfan,metronidazole,Major,Synergism,Unknown
409753,DB00668,(.*) may increase the tachycardic activities of (.*).,DB04896,epinephrine,milnacipran,Moderate,Synergism,Unknown
410167,DB01261,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01224,sitagliptin,quetiapine,Moderate,Antagonism,Unknown
410215,DB00668,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00372,epinephrine,thiethylperazine,Moderate,Synergism,Unknown
410301,DB00986,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00652,glycopyrronium,pentazocine,Moderate,New Adverse,Adverse effects
410320,DB01105,the risk or severity of hemorrhage can be increased when (.*) is combined with (.*).,DB00001,sibutramine,lepirudin,Moderate,Synergism,Unknown
410385,DB00741,the bioavailability of (.*) can be decreased when combined with (.*).,DB01377,hydrocortisone,magnesium oxide,Minor,Antagonism,Unknown
410492,DB06210,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00364,eltrombopag,sucralfate,Moderate,Antagonism,Unknown
410551,DB01203,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11126,nadolol,calcium gluconate,Moderate,Antagonism,Unknown
410581,DB01324,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00424,polythiazide,hyoscyamine,Minor,Synergism,Unknown
410645,DB00030,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00877,insulin human,sirolimus,Moderate,Antagonism,Unknown
410662,DB01309,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00598,insulin glulisine,labetalol,Moderate,Synergism,Unknown
410665,DB00295,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00925,morphine,phenoxybenzamine,Moderate,New Adverse,Adverse effects
410698,DB00696,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB01017,ergotamine,minocycline,Moderate,Synergism,Unknown
410762,DB01400,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00860,neostigmine,prednisolone,Moderate,Antagonism,Unknown
410789,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11855,propantheline,revefenacin,Moderate,New Adverse,Adverse effects
410824,DB00889,(.*) may increase the qtc-prolonging activities of (.*).,DB12825,granisetron,lefamulin,Major,Synergism,Unknown
410922,DB00672,(.*) may increase the hypoglycemic activities of (.*).,DB06710,chlorpropamide,methyltestosterone,Moderate,Synergism,Unknown
411131,DB00628,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,clorazepic acid,aprepitant,Moderate,Synergism,Unknown
411149,DB00387,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11130,procyclidine,opium,Moderate,New Adverse,Adverse effects
411270,DB00364,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00861,sucralfate,diflunisal,Minor,Synergism,Unknown
411384,DB01156,the risk or severity of seizure can be increased when (.*) is combined with (.*).,DB00608,bupropion,chloroquine,Major,Synergism,Unknown
411418,DB00471,the metabolism of (.*) can be decreased when combined with (.*).,DB00197,montelukast,troglitazone,Moderate,Synergism,Unknown
411433,DB00563,the metabolism of (.*) can be increased when combined with (.*).,DB00860,methotrexate,prednisolone,Moderate,Antagonism,Unknown
411460,DB08882,the risk or severity of angioedema can be increased when (.*) is combined with (.*).,DB00492,linagliptin,fosinopril,Moderate,Synergism,Unknown
411835,DB05039,the metabolism of (.*) can be increased when combined with (.*).,DB01234,indacaterol,dexamethasone,Minor,Antagonism,Unknown
411862,DB00889,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00193,granisetron,tramadol,Major,Synergism,Unknown
411878,DB08827,the metabolism of (.*) can be increased when combined with (.*).,DB00197,lomitapide,troglitazone,Major,Antagonism,Unknown
411997,DB00741,(.*) may increase the immunosuppressive activities of (.*).,DB01656,hydrocortisone,roflumilast,Moderate,Synergism,Unknown
412003,DB12035,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11248,sarecycline,zinc gluconate,Moderate,Antagonism,Unknown
412019,DB00584,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00030,enalapril,insulin human,Moderate,Synergism,Unknown
412026,DB09049,the metabolism of (.*) can be decreased when combined with (.*).,DB13179,naloxegol,troleandomycin,Major,Synergism,Unknown
412096,DB01577,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,metamfetamine,bupropion,Major,Synergism,Unknown
412209,DB00741,the metabolism of (.*) can be decreased when combined with (.*).,DB00625,hydrocortisone,efavirenz,Moderate,Synergism,Unknown
412225,DB00682,(.*) may increase the anticoagulant activities of (.*).,DB01017,warfarin,minocycline,Moderate,Synergism,Unknown
412261,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00915,propantheline,amantadine,Moderate,New Adverse,Adverse effects
412298,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00833,magnesium hydroxide,cefaclor,Moderate,Synergism,Unknown
412458,DB00630,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08938,alendronic acid,magaldrate,Moderate,Antagonism,Unknown
412518,DB00701,the metabolism of (.*) can be decreased when combined with (.*).,DB00916,amprenavir,metronidazole,Major,Synergism,Unknown
412545,DB00635,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,prednisone,clarithromycin,Moderate,Synergism,Unknown
412656,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06077,insulin degludec,lumateperone,Moderate,Antagonism,Unknown
412732,DB01124,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00501,tolbutamide,cimetidine,Moderate,Synergism,Unknown
412798,DB00030,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00871,insulin human,terbutaline,Moderate,Antagonism,Unknown
412807,DB00782,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00780,propantheline,phenelzine,Minor,Synergism,Unknown
412887,DB00860,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01261,prednisolone,sitagliptin,Moderate,Synergism,Unknown
412920,DB00798,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00512,gentamicin,vancomycin,Moderate,Synergism,Unknown
412926,DB00476,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00213,duloxetine,pantoprazole,Minor,Synergism,Unknown
412939,DB00207,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01137,azithromycin,levofloxacin,Moderate,Synergism,Unknown
412964,DB01181,the metabolism of (.*) can be decreased when combined with (.*).,DB00222,ifosfamide,glimepiride,Moderate,Synergism,Unknown
413121,DB11986,the metabolism of (.*) can be increased when combined with (.*).,DB08909,entrectinib,glycerol phenylbutyrate,Moderate,Antagonism,Unknown
413196,DB06203,the metabolism of (.*) can be decreased when combined with (.*).,DB00477,alogliptin,chlorpromazine,Moderate,Synergism,Unknown
413209,DB00741,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB06335,hydrocortisone,saxagliptin,Moderate,Synergism,Unknown
413224,DB09407,the risk or severity of neuromuscular blockade can be increased when (.*) is combined with (.*).,DB09481,magnesium chloride,magnesium carbonate,Moderate,New Adverse,Neuromuscular blockade
413310,DB08867,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00673,ulipristal,aprepitant,Minor,Antagonism,Unknown
413358,DB00209,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00934,trospium,maprotiline,Moderate,New Adverse,Adverse effects
413363,DB00082,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB08882,pegvisomant,linagliptin,Moderate,Synergism,Unknown
413414,DB01191,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00285,dexfenfluramine,venlafaxine,Major,Synergism,Unknown
413502,DB00927,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB06825,famotidine,triptorelin,Moderate,Synergism,Unknown
413523,DB00835,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,brompheniramine,sibutramine,Moderate,New Adverse,Adverse effects
413535,DB00877,the metabolism of (.*) can be decreased when combined with (.*).,DB01098,sirolimus,rosuvastatin,Moderate,Synergism,Unknown
413653,DB00390,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00986,digoxin,glycopyrronium,Minor,Synergism,Unknown
413758,DB01023,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01164,felodipine,calcium chloride,Moderate,Antagonism,Unknown
413786,DB00752,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01156,tranylcypromine,bupropion,Major,New Adverse,Adverse effects
413789,DB00266,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09265,dicoumarol,lixisenatide,Minor,Antagonism,Unknown
413875,DB09564,(.*) may increase the hypoglycemic activities of (.*).,DB06718,insulin degludec,stanozolol,Moderate,Synergism,Unknown
413970,DB01309,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB04946,insulin glulisine,iloperidone,Moderate,Antagonism,Unknown
414121,DB09265,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00839,lixisenatide,tolazamide,Moderate,Synergism,Unknown
414135,DB01124,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01299,tolbutamide,sulfadoxine,Moderate,Synergism,Unknown
414175,DB00904,the metabolism of (.*) can be increased when combined with (.*).,DB01045,ondansetron,rifampicin,Moderate,Antagonism,Unknown
414250,DB00496,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00747,darifenacin,scopolamine,Moderate,Synergism,Unknown
414322,DB09564,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB11827,insulin degludec,ertugliflozin,Moderate,Synergism,Unknown
414342,DB00656,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00757,trazodone,dolasetron,Major,Synergism,Unknown
414412,DB01191,the metabolism of (.*) can be decreased when combined with (.*).,DB00682,dexfenfluramine,warfarin,Moderate,Synergism,Unknown
414435,DB00860,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB13139,prednisolone,levosalbutamol,Minor,New Adverse,Hypokalemia
414436,DB00933,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,mesoridazine,nabilone,Moderate,Synergism,Unknown
414483,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00562,glipizide,benzthiazide,Moderate,Antagonism,Unknown
414582,DB06817,(.*) can cause an increase in the absorption of (.*) resulting in an increased serum concentration and potentially a worsening of adverse effects.,DB00736,raltegravir,esomeprazole,Minor,Synergism,Unknown
414627,DB00841,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00331,dobutamine,metformin,Moderate,Synergism,Unknown
414652,DB01611,the metabolism of (.*) can be decreased when combined with (.*).,DB00604,hydroxychloroquine,cisapride,Major,Synergism,Unknown
414682,DB00412,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00685,rosiglitazone,trovafloxacin,Moderate,Synergism,Unknown
414718,DB00320,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,dihydroergotamine,miconazole,Moderate,Synergism,Unknown
414822,DB01234,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB09045,dexamethasone,dulaglutide,Moderate,Synergism,Unknown
414922,DB00572,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11855,atropine,revefenacin,Moderate,New Adverse,Adverse effects
414937,DB01098,the serum concentration of (.*) can be increased when it is combined with (.*).,DB11644,rosuvastatin,tafamidis,Moderate,Synergism,Unknown
415060,DB00880,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09472,chlorothiazide,sodium sulfate,Moderate,Synergism,Unknown
415100,DB06480,the metabolism of (.*) can be decreased when combined with (.*).,DB12010,prucalopride,fostamatinib,Minor,Synergism,Unknown
415102,DB00243,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,ranolazine,bupropion,Minor,Synergism,Unknown
415255,DB09265,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00220,lixisenatide,nelfinavir,Moderate,Antagonism,Unknown
415338,DB00456,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB00994,cefalotin,neomycin,Moderate,Synergism,Unknown
415346,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB00951,eliglustat,isoniazid,Moderate,Synergism,Unknown
415447,DB08816,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11130,ticagrelor,opium,Moderate,Antagonism,Unknown
415453,DB00872,the metabolism of (.*) can be increased when combined with (.*).,DB00197,conivaptan,troglitazone,Moderate,Antagonism,Unknown
415472,DB00593,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,ethosuximide,nabilone,Moderate,Synergism,Unknown
415509,DB00679,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,thioridazine,glycerol phenylbutyrate,Major,Synergism,Unknown
415643,DB01182,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00604,propafenone,cisapride,Major,Synergism,Unknown
415648,DB00672,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00834,chlorpropamide,mifepristone,Moderate,Antagonism,Unknown
415649,DB01261,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00951,sitagliptin,isoniazid,Moderate,Antagonism,Unknown
415688,DB00150,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00904,tryptophan,ondansetron,Major,New Adverse,CNS depression
415694,DB00668,(.*) may decrease the bronchodilatory activities of (.*).,DB00571,epinephrine,propranolol,Major,Antagonism,Unknown
415737,DB01113,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01143,papaverine,amifostine,Moderate,New Adverse,Adverse effects
415866,DB12825,the metabolism of (.*) can be increased when combined with (.*).,DB00741,lefamulin,hydrocortisone,Moderate,Antagonism,Unknown
415890,DB01165,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01377,ofloxacin,magnesium oxide,Moderate,Antagonism,Unknown
416027,DB00850,the metabolism of (.*) can be decreased when combined with (.*).,DB00209,perphenazine,trospium,Moderate,Synergism,Unknown
416114,DB06590,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB00994,ceftaroline fosamil,neomycin,Moderate,Synergism,Unknown
416172,DB00091,the risk or severity of neuromuscular blockade can be increased when (.*) is combined with (.*).,DB00254,cyclosporine,doxycycline,Minor,New Adverse,Neuromuscular blockade
416229,DB00586,the metabolism of (.*) can be decreased when combined with (.*).,DB00621,diclofenac,oxandrolone,Moderate,Synergism,Unknown
416281,DB01234,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08912,dexamethasone,dabrafenib,Moderate,Antagonism,Unknown
416315,DB00757,the metabolism of (.*) can be decreased when combined with (.*).,DB06595,dolasetron,midostaurin,Major,Synergism,Unknown
416420,DB11130,the metabolism of (.*) can be decreased when combined with (.*).,DB00270,opium,isradipine,Moderate,Synergism,Unknown
416481,DB00579,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00574,mazindol,fenfluramine,Major,Synergism,Unknown
416507,DB00572,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00915,atropine,amantadine,Moderate,New Adverse,Adverse effects
416526,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00477,miglitol,chlorpromazine,Moderate,Antagonism,Unknown
416538,DB01234,the metabolism of (.*) can be decreased when combined with (.*).,DB00701,dexamethasone,amprenavir,Moderate,Synergism,Unknown
416568,DB00187,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09038,esmolol,empagliflozin,Moderate,New Adverse,Adverse effects
416624,DB00945,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00939,acetylsalicylic acid,meclofenamic acid,Moderate,Antagonism,Unknown
416651,DB06212,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,tolvaptan,aprepitant,Moderate,Synergism,Unknown
416688,DB01211,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01072,clarithromycin,atazanavir,Moderate,Synergism,Unknown
416757,DB00795,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09291,sulfasalazine,rolapitant,Moderate,Synergism,Unknown
416786,DB01105,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB04948,sibutramine,lofexidine,Moderate,Synergism,Unknown
416788,DB01137,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00377,levofloxacin,palonosetron,Moderate,Synergism,Unknown
416850,DB00904,the metabolism of (.*) can be decreased when combined with (.*).,DB00477,ondansetron,chlorpromazine,Moderate,Synergism,Unknown
416880,DB00197,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08899,troglitazone,enzalutamide,Moderate,Antagonism,Unknown
416906,DB00189,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01156,ethchlorvynol,bupropion,Moderate,New Adverse,CNS depression
416999,DB01285,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01016,corticotropin,glyburide,Moderate,Synergism,Unknown
417012,DB00438,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB00994,ceftazidime,neomycin,Moderate,Synergism,Unknown
417020,DB01124,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00871,tolbutamide,terbutaline,Moderate,Synergism,Unknown
417027,DB00237,the metabolism of (.*) can be increased when combined with (.*).,DB00165,butabarbital,pyridoxine,Minor,Antagonism,Unknown
